id,method,verdict,escalated,uncertainty,is_demo,calls_per_item,provisional_pro,provisional_con,Rationale
55,annollm,Yes,0.0,,0,1.0,,,Bar diameter and cover thickness in columns are directly measurable model parameters.
56,annollm,Yes,0.0,,0,1.0,,,Both alternatives (buttress spacing or rebar diameter/spacing) are single-requirement geometric checks in the model.
57,annollm,No,0.0,,0,1.0,,,"Antiseptic/anti-insect treatment compliance needs product certification or inspection, not model data."
58,annollm,No,0.0,,0,1.0,,,Computes a minimum time whose compliance requires timed observation of door closing.
59,annollm,No,0.0,,0,1.0,,,"Frequency and decibel levels require physical measurement, and it bundles several independent criteria."
60,annollm,Yes,0.0,,0,1.0,,,Turning-space diameter in designated rooms is a clear geometric clearance check.
61,annollm,No,0.0,,0,1.0,,,Merely cross-references an external standard with no self-contained criterion.
62,annollm,No,0.0,,0,1.0,,,"Closing on heat detection is a performance behaviour verified by test, not model geometry."
63,annollm,No,0.0,,0,1.0,,,"""Secure storage"" is a vague functional aim requiring subjective judgment."
64,annollm,No,0.0,,0,1.0,,,"""Controlled manner without detrimental pressure changes"" needs performance analysis and judgment."
65,annollm,No,0.0,,0,1.0,,,"Concerns designer knowledge of external water-quality data, not model content."
66,annollm,No,0.0,,0,1.0,,,Refers vaguely to unspecified accessibility requirements outside the sentence.
67,annollm,No,0.0,,0,1.0,,,Feasibility and threat to historic significance are subjective determinations.
68,annollm,No,0.0,,0,1.0,,,Bundles multiple fittings requirements judged by pressure/noise performance testing.
69,annollm,Yes,0.0,,0,1.0,,,Single numeric height limit measurable on model geometry.
70,annollm,Yes,0.0,,0,1.0,,,"Single clear-width dimension for a defined space, directly measurable."
71,annollm,Yes,0.0,,0,1.0,,,"Single clear-width minimum for van space, geometrically checkable."
72,annollm,Yes,0.0,,0,1.0,,,Average crawl-space height is a calculation over model geometry.
73,annollm,No,0.0,,0,1.0,,,Two independent requirements (count of wells and 3 m distance).
74,annollm,No,0.0,,0,1.0,,,"Sensing/activation performance requires physical testing, not model data."
75,annollm,No,0.0,,0,1.0,,,"Compound alternative arrangement rules about button labelling, not decidable from geometry alone."
76,annollm,Yes,0.0,,0,1.0,,,Single minimum distance between identifiable model elements.
77,annollm,No,0.0,,0,1.0,,,"Bundles three separate requirements (entrance width, landing width, fire door)."
78,annollm,Yes,0.0,,0,1.0,,,Conditional guard-rail height rule fully determined by model heights.
79,annollm,No,0.0,,0,1.0,,,Multiple requirements plus discretionary consultation with the authority.
80,annollm,Yes,0.0,,0,1.0,,,Single measurable vertical separation between openings with stated exception conditions.
81,annollm,Yes,0.0,,0,1.0,,,One clear-width rule (915 mm) applied along a geometrically defined 180-degree turn.
82,annollm,No,0.0,,0,1.0,,,"Exception hinges on demonstrating no moisture damage, an external/judgmental showing."
83,annollm,No,0.0,,0,1.0,,,States two independent clearances for pedestrian and vehicular routes.
84,annollm,No,0.0,,0,1.0,,,"Permissive ('shall be permitted to overlap'), imposes no obligation."
85,annollm,Yes,0.0,,0,1.0,,,Single area limit computable from walls and enclosed floor area.
86,annollm,Yes,0.0,,0,1.0,,,Circulation-separation rule decidable from model topology of spaces and doors.
87,annollm,No,0.0,,0,1.0,,,Depends on externally defined 'large/extra-large courthouse' classification.
88,annollm,Yes,0.0,,0,1.0,,,Area requirement with the courtroom-count threshold given in the sentence.
89,annollm,No,0.0,,0,1.0,,,States an exemption (not required) and depends on the landing area specified in cited clause 405.7.
90,annollm,Yes,0.0,,0,1.0,,,Obligation testable by computing warehouse floor area and counting direct stairs in the model.
91,annollm,Yes,0.0,,0,1.0,,,"Obligation on window type and area for specified locations, all decidable from modelled window properties and geometry."
92,annollm,Yes,0.0,,0,1.0,,,Single geometric obligation about curb/barrier openings checkable by sphere-passage computation on model geometry.
93,annollm,Yes,0.0,,0,1.0,,,"Obligation with explicit area threshold and stair count, both derivable from the model."
94,annollm,No,0.0,,0,1.0,,,Grants a permission/exemption ('not required') rather than imposing an obligation.
95,annollm,No,0.0,,0,1.0,,,"Permissive allowance with several independent conditions, not a mandatory single requirement."
96,annollm,Yes,0.0,,0,1.0,,,Mandatory geometric criterion on ramp-edge openings fully computable from model geometry.
97,annollm,Yes,0.0,,0,1.0,,,"Obligation that specified stairwell windows be openable, decidable from window operability attributes in the model."
98,annollm,No,0.0,,0,1.0,,,"Garbled, incoherent sentence relying on external approval and justification."
99,annollm,No,0.0,,0,1.0,,,Permissive statement ('shall be permitted') rather than an obligation.
100,annollm,No,0.0,,0,1.0,,,"Truncated fragment, not a whole requirement statement."
101,annollm,No,0.0,,0,1.0,,,"Permission allowing a mounting height, not a mandatory requirement."
102,annollm,No,0.0,,0,1.0,,,Incomplete sentence that defers to the requirements of cited paragraph 3.6.
103,annollm,Yes,0.0,,0,1.0,,,Complete quantitative obligation computable by counting total and accessible spaces in the model.
104,annollm,No,0.0,,0,1.0,,,Permissive allowance for reducing knee clearance rather than an obligation.
105,annollm,Yes,0.0,,0,1.0,,,"Self-contained countable ratio requirement for accessible spaces, checkable from model counts."
106,annollm,Yes,0.0,,0,1.0,,,Single dimensional obligation on clear ceiling height measurable in the model.
107,annollm,Yes,0.0,,0,1.0,,,"Conditional obligation whose triggers (storeys, protected lobby, corridor width) and outcome (alternative accessible route) are model attributes."
108,annollm,No,0.0,,0,1.0,,,Planning-policy statement requiring subjective consideration of public facility provision and external zoning data.
109,annollm,Yes,0.0,,0,1.0,,,Countable seat and wheelchair-space quantities fully stated in the sentence.
110,annollm,No,0.0,,0,1.0,,,Ratio depends on an externally 'required' count not given in the sentence.
111,annollm,No,0.0,,0,1.0,,,Defers to an administrative authority and needs a physical force measurement.
112,annollm,Yes,0.0,,0,1.0,,,Single explicit mounting-height dimension verifiable from model geometry.
113,annollm,Yes,0.0,,0,1.0,,,Clear pier space dimensions are geometric and self-contained relative to the slip.
114,annollm,Yes,0.0,,0,1.0,,,Explicit per-bed clear floor area with stated measurement basis and exclusions.
115,annollm,Yes,0.0,,0,1.0,,,"Explicit clear floor area with stated measurement convention, computable from geometry."
116,annollm,No,0.0,,0,1.0,,,Trailing purpose clause about unobstructed approach and operation requires subjective judgment.
117,annollm,No,0.0,,0,1.0,,,Procedural counting rule referring to an obligation established elsewhere.
118,annollm,No,0.0,,0,1.0,,,"Bundles a ratio, an electrical output rating and an external 'major renovation' condition."
119,annollm,No,0.0,,0,1.0,,,"Functional signalling behaviour requires operational testing, not model data."
120,annollm,No,0.0,,0,1.0,,,Prescribes conduct of a physical water test.
121,annollm,No,0.0,,0,1.0,,,"Requires verifying dynamic signal response, i.e. functional testing."
122,annollm,Yes,0.0,,0,1.0,,,Presence of a deactivation control on signals in sleeping areas is a modelable attribute.
123,annollm,No,0.0,,0,1.0,,,Vague visibility from an undefined 'adjacent' floor area needs subjective assessment.
124,annollm,No,0.0,,0,1.0,,,"Prohibition concerns operational use of a device, not modelable geometry or attributes."
125,annollm,No,0.0,,0,1.0,,,"Truncated, incomplete sentence with no stated requirement."
126,annollm,No,0.0,,0,1.0,,,'Maximum extent practicable' and 'uniform locations' are subjective.
127,annollm,Yes,0.0,,0,1.0,,,Conditional count of roll-in showers per provided facility is decidable from the model.
128,annollm,No,0.0,,0,1.0,,,Administrative computation instruction rather than a checkable physical requirement.
129,annollm,Yes,0.0,,0,1.0,,,Complete obligation whose edge orientation relative to the pedestrian route can be measured from model geometry.
130,annollm,Yes,0.0,,0,1.0,,,"Single geometric obligation on presence and orientation of clear deck space, verifiable from model geometry."
131,annollm,No,0.0,,0,1.0,,,"The ""unless otherwise specified"" caveat makes application depend on other clauses outside the sentence."
132,annollm,No,0.0,,0,1.0,,,"Applicability hinges on the subjective notion of ""other well-defined edges,"" which a rule engine cannot decide."
133,annollm,Yes,0.0,,0,1.0,,,Fully dimensioned positioning rule decidable by measuring centering and parallelism in the model.
134,annollm,No,0.0,,0,1.0,,,Combines two independently passing/failing requirements (perpendicularity and full-depth extension).
135,annollm,Yes,0.0,,0,1.0,,,Orientation of opening long dimension relative to travel direction is measurable from model geometry.
136,annollm,Yes,0.0,,0,1.0,,,"Explicit numeric slope limit on identifiable ramp runs, computable from geometry."
137,annollm,No,0.0,,0,1.0,,,"Grants a permission (""shall be permitted"") rather than imposing an obligation."
138,annollm,Yes,0.0,,0,1.0,,,Connectivity of brace ends to named structural element types is checkable from model relationships.
139,annollm,Yes,0.0,,0,1.0,,,"Self-contained obligation with two acceptable geometric alternatives, both verifiable in the model."
140,annollm,No,0.0,,0,1.0,,,Depends on subjective judgment about whether patterns make climbing possible.
141,annollm,No,0.0,,0,1.0,,,Bundles levelness plus two separate slope limits that could independently pass or fail.
142,annollm,Yes,0.0,,0,1.0,,,"Single explicit cross-slope limit on accessible routes, computable from model geometry."
143,annollm,No,0.0,,0,1.0,,,Requires operational open/closed movement and site building-line data beyond a standard model.
144,annollm,No,0.0,,0,1.0,,,"Definitional statement about difficulty, with no checkable obligation and vague criteria."
145,annollm,Yes,0.0,,0,1.0,,,Presence and placement of tactile car identification on both jambs is a modelable component requirement.
146,annollm,No,0.0,,0,1.0,,,Compound rule with nested exceptions and permissions that could pass or fail independently.
147,annollm,Yes,0.0,,0,1.0,,,Self-contained count threshold: total and accessible parking spaces are both countable in the model.
148,annollm,Yes,0.0,,0,1.0,,,Seat arrangement in rows with an adjacent access route is verifiable from model layout geometry.
149,annollm,No,0.0,,0,1.0,,,"""Accessible for inspections and maintenance"" is a vague performance goal requiring subjective judgment."
150,annollm,Yes,0.0,,0,1.0,,,Floor area of living spaces and presence of ventilation facilities are both derivable from the model.
151,annollm,Yes,0.0,,0,1.0,,,Basement floor area threshold and presence of a stop valve component are model-checkable.
152,annollm,No,0.0,,0,1.0,,,"Requires judging whether a structure prevents fire and explosion spread, a performance/test matter."
153,annollm,Yes,0.0,,0,1.0,,,Counting total and accessible parking spaces and applying a 2% ratio is purely model geometry/counting.
154,annollm,Yes,0.0,,0,1.0,,,"Single dimensional limit on door size in fire-isolation walls, directly measurable in the model."
155,annollm,Yes,0.0,,0,1.0,,,Fire-resistance rating is a standard object attribute that can be read from the model.
156,annollm,Yes,0.0,,0,1.0,,,Conditional height measurement plus presence of a ladder with a specified step width are geometric checks.
157,annollm,No,0.0,,0,1.0,,,Design for vehicle loads requires structural/empirical analysis and external load data.
158,annollm,No,0.0,,0,1.0,,,"""Immediate vicinity"" is undefined and depends on site-specific judgment."
159,annollm,No,0.0,,0,1.0,,,States an exemption conditioned on comparative viewing-angle analysis rather than a checkable obligation.
160,annollm,Yes,0.0,,0,1.0,,,"Conditional presence check: a pay telephone in a secured area triggers a TTY, both model objects."
161,annollm,Yes,0.0,,0,1.0,,,Centerline offset and approach orientation of clear floor space are measurable geometry.
162,annollm,No,0.0,,0,1.0,,,Compliance depends on a local ordinance rather than information in the model.
163,annollm,No,0.0,,0,1.0,,,Grants an exemption rather than imposing an obligation.
164,annollm,Yes,0.0,,0,1.0,,,Reinforcement material of the specified window elements is an attribute readable from the model.
165,annollm,No,0.0,,0,1.0,,,Requires structural load analysis to show no eccentric loads act on the walls.
166,annollm,Yes,0.0,,0,1.0,,,Floor finish material of a named room type is a checkable model attribute.
167,annollm,No,0.0,,0,1.0,,,"Definitional interpretation rule for applying other requirements, not itself an obligation."
168,annollm,Yes,0.0,,0,1.0,,,Position of the waterproofing layer relative to wall structure and insulation is verifiable from model layering.
169,annollm,Yes,0.0,,0,1.0,,,"Single material-property obligation on identified surfaces, checkable from modelled materials and heights."
170,annollm,No,0.0,,0,1.0,,,Fixing of masonry to frame with bolts/fittings is a construction detail not verifiable from a model without inspection.
171,annollm,Yes,0.0,,0,1.0,,,Placement of wheelchair spaces within a defined seat-percentage zone or viewing-angle range is a geometric computation over model data.
172,annollm,No,0.0,,0,1.0,,,"Combines a permission about overlap with a separate prohibition, so not a single obligatory requirement."
173,annollm,Yes,0.0,,0,1.0,,,"Explicit dimensional envelope for knee clearance, decidable from model geometry."
174,annollm,Yes,0.0,,0,1.0,,,"Single obligation that stated spaces be separated by fire-resistant construction, checkable via element fire-resistance attributes."
175,annollm,No,0.0,,0,1.0,,,Exemption phrased as relief and conditioned on subjective terrain feasibility.
176,annollm,No,0.0,,0,1.0,,,"Deflection limit requires structural load analysis or testing, not model inspection."
177,annollm,No,0.0,,0,1.0,,,"""Usable entrance at or near street level"" relies on subjective judgment and external site data."
178,annollm,No,0.0,,0,1.0,,,"""Disperse ... around that field"" gives no measurable criterion, requiring judgment."
179,annollm,No,0.0,,0,1.0,,,States an exemption rather than an obligation or prohibition.
180,annollm,No,0.0,,0,1.0,,,Sentence is truncated and grammatically incomplete.
181,annollm,Yes,0.0,,0,1.0,,,Single room-adjacency requirement decidable from spatial relations in the model.
182,annollm,No,0.0,,0,1.0,,,Imposes two separate adjacency requirements that could independently pass or fail.
183,annollm,No,0.0,,0,1.0,,,Phrased as an exemption from the accessible route obligation.
184,annollm,Yes,0.0,,0,1.0,,,Single connectivity obligation checkable from egress geometry of each storey of the apartment.
185,annollm,No,0.0,,0,1.0,,,Two independent adjacency requirements bundled in one sentence.
186,annollm,Yes,0.0,,0,1.0,,,Conditional route-connectivity obligation fully specified and checkable from modelled circulation.
187,annollm,No,0.0,,0,1.0,,,"Requires product performance/usability without assistance, not verifiable from model data."
188,annollm,No,0.0,,0,1.0,,,"Vague multi-purpose objective (safe evacuation, rescue, extinguishing) with no measurable criterion."
189,annollm,Yes,0.0,,0,1.0,,,"Obligation comparing accessible-route geometry with general circulation paths, decidable from model geometry."
190,annollm,Yes,0.0,,0,1.0,,,Conditional obligation on route location fully resolvable from model spatial data.
191,annollm,Yes,0.0,,0,1.0,,,"Self-contained counting rule on telephone provision per floor/level/site, checkable from model."
192,annollm,No,0.0,,0,1.0,,,Depends on external cited exceptions and occupancy/use data not in the sentence.
193,annollm,No,0.0,,0,1.0,,,"Heading-like list of many security topics requiring judgment, not a single model-checkable requirement."
194,annollm,Yes,0.0,,0,1.0,,,Quantified obligation (refuge zone every 30 floors connected to a direct stair) verifiable from building model.
195,annollm,No,0.0,,0,1.0,,,"Bundles three independent provisions (stairway, emergency exit, ventilation duct) that could pass or fail separately."
196,annollm,No,0.0,,0,1.0,,,Exemption clause disapplying another requirement rather than imposing an obligation.
197,annollm,No,0.0,,0,1.0,,,Combines a prohibition and a separate discharge-destination requirement that could independently fail.
198,annollm,No,0.0,,0,1.0,,,Vague performance goal requiring material-compatibility judgment or certification.
199,annollm,No,0.0,,0,1.0,,,Trigger depends on external project-specific backwater level data.
200,annollm,Yes,0.0,,0,1.0,,,Single connection requirement with explicit 50 mm seal-depth dimension checkable in the model.
201,annollm,Yes,0.0,,0,1.0,,,Geometric slope/continuity condition on pipe runs decidable from model geometry.
202,annollm,Yes,0.0,,0,1.0,,,Explicit 3 m pipework distance limit measurable from model piping geometry.
203,annollm,No,0.0,,0,1.0,,,Performance criterion on expansion forces and noise requiring empirical analysis.
204,annollm,No,0.0,,0,1.0,,,"Exemption/permission about audibility, not a model-checkable obligation."
205,annollm,No,0.0,,0,1.0,,,"Operational capability requiring functional testing, not verifiable from a model."
206,annollm,No,0.0,,0,1.0,,,Definitional/interpretive provision rather than an obligation.
207,annollm,No,0.0,,0,1.0,,,Design-analysis requirement about reduction factors not represented as checkable model data.
208,annollm,Yes,0.0,,0,1.0,,,Single geometric continuity requirement for handrails at intermediate landings.
209,annollm,Yes,0.0,,0,1.0,,,"Self-contained obligation on a bench's back support or wall attachment, both modelable attributes/relationships."
210,annollm,Yes,0.0,,0,1.0,,,Egress path topology to a refuge area without crossing adjacent tenant spaces can be computed from the model.
211,annollm,Yes,0.0,,0,1.0,,,"Single material-classification requirement on interior elements, checkable from element material attributes."
212,annollm,No,0.0,,0,1.0,,,Procedural submittal/scheduling duty unrelated to model content.
213,annollm,No,0.0,,0,1.0,,,Contractual payment/change-order provision requiring subjective judgment of 'significant' change.
214,annollm,No,0.0,,0,1.0,,,Assigns a capacity credit rather than imposing a checkable obligation on the model.
215,annollm,No,0.0,,0,1.0,,,Bundles several requirements and includes a pull-resistance condition needing physical verification.
216,annollm,No,0.0,,0,1.0,,,"Continuous illumination is an operational condition requiring inspection, not model data."
217,annollm,Yes,0.0,,0,1.0,,,"Obligatory construction/material property of floors in specified storage areas, encodable as element attributes."
218,annollm,Yes,0.0,,0,1.0,,,"Material requirement for earth-contacting wall portions with an explicit exception, decidable from geometry and materials."
219,annollm,No,0.0,,0,1.0,,,"Depends on the sign's externally listed viewing distance, data outside the model and sentence."
220,annollm,Yes,0.0,,0,1.0,,,Presence of a release mechanism at each door or a redundant remote control is a component-existence check.
221,annollm,No,0.0,,0,1.0,,,Applicability hinges on subjective assessment of where 'falling danger exists'.
222,annollm,No,0.0,,0,1.0,,,The vague spatial term 'near' cannot be evaluated objectively from the model.
223,annollm,No,0.0,,0,1.0,,,Requires the rating 'required for the building' from external classification tables.
224,annollm,No,0.0,,0,1.0,,,"Permissive live-load reduction rule requiring structural load analysis, not model geometry."
225,annollm,No,0.0,,0,1.0,,,"Definitional clause combining two separable conditions, one of which ('equally distributed') is vague."
226,annollm,Yes,0.0,,0,1.0,,,Simple count/designation check on parking spaces present in the model.
227,annollm,Yes,0.0,,0,1.0,,,"Single explicit 2-hour fire-resistance rating requirement on identified assemblies, an element attribute."
228,annollm,No,0.0,,0,1.0,,,Requires geotechnical capacity data and engineering analysis beyond the model.
229,annollm,No,0.0,,0,1.0,,,"Requires settlement analysis and subjective judgment of 'adverse effects', not model-decidable."
230,annollm,No,0.0,,0,1.0,,,Bundles many independent valve-location requirements that could pass or fail separately.
231,annollm,No,0.0,,0,1.0,,,Generic rounding rule dependent on other clauses; no self-contained checkable obligation.
232,annollm,No,0.0,,0,1.0,,,Compound requirement combining equal-height projection and a 300 mm extension that could fail independently.
233,annollm,No,0.0,,0,1.0,,,"Opening-force limit needs a physical force test, not model data."
234,annollm,Yes,0.0,,0,1.0,,,Stair extension to roof with a stated roof-slope exception is decidable from model geometry.
235,annollm,No,0.0,,0,1.0,,,Applicability depends on external licensing and length-of-stay data outside the model.
236,annollm,Yes,0.0,,0,1.0,,,Presence and location of a custodian station relative to the soundlock entrance is checkable from modeled spaces.
237,annollm,No,0.0,,0,1.0,,,Defines how area is computed rather than imposing a checkable obligation.
238,annollm,Yes,0.0,,0,1.0,,,Presence of curb ramps or sloped areas at walkway intersections is verifiable from modeled site elements.
239,annollm,Yes,0.0,,0,1.0,,,"Self-contained countable ratio of accessible cells to total cells, computable from the model."
240,annollm,No,0.0,,0,1.0,,,Requires existing-facility cumulative data beyond the model to apply the 'until' condition.
241,annollm,No,0.0,,0,1.0,,,Exemption/permission ('shall not be required') plus subjective 'essential to the function' judgment.
242,annollm,No,0.0,,0,1.0,,,"Performance against soil pressure, corrosion and subsidence requires testing/analysis, not model checking."
243,annollm,No,0.0,,0,1.0,,,Structural design to resist uplift 'where applicable' needs engineering analysis and external data.
244,annollm,No,0.0,,0,1.0,,,"Marking method on physical product is verified by inspection, not from a BIM model."
245,annollm,No,0.0,,0,1.0,,,"Requires submission of a hydraulic floodway analysis, external to the model."
246,annollm,Yes,0.0,,0,1.0,,,Minimum bolt count per beam-to-column connection is a single countable model attribute.
247,annollm,No,0.0,,0,1.0,,,Construction sequencing and grout material verification require site inspection.
248,annollm,No,0.0,,0,1.0,,,"Fragmentary, garbled construction-process instruction with no verifiable model criterion."
249,annollm,No,0.0,,0,1.0,,,"Permissive statement ('shall be permitted provided that'), not an obligation."
250,annollm,Yes,0.0,,0,1.0,,,Single numeric volume limit on identifiable smoke reservoirs computable from model geometry.
251,annollm,Yes,0.0,,0,1.0,,,"Single minimum net volume threshold for naturally ventilated rooms, derivable from model geometry and attributes."
252,annollm,Yes,0.0,,0,1.0,,,Single geometric volume cap for fire compartments in a defined building type.
253,annollm,Yes,0.0,,0,1.0,,,"Single minimum volume for a modelled space type, checkable from geometry."
254,annollm,Yes,0.0,,0,1.0,,,Ratio of crawl space volume to floor area above is a geometric computation on the model.
255,annollm,No,0.0,,0,1.0,,,Defines a calculation convention rather than imposing a checkable limit.
256,annollm,No,0.0,,0,1.0,,,Depends on project-specific design flow rate and operating duration outside the model.
257,annollm,No,0.0,,0,1.0,,,Prescribes a calculation method with no compliance threshold to test.
258,annollm,No,0.0,,0,1.0,,,"Requires smoke-layer performance analysis, not model geometry alone."
259,annollm,No,0.0,,0,1.0,,,Needs external reference values and thermal heat-loss analysis beyond the BIM.
260,annollm,No,0.0,,0,1.0,,,Requires annual energy simulation data external to the model.
261,annollm,No,0.0,,0,1.0,,,Depends on stored-liquid quantities not in the model and bundles two separate requirements.
262,annollm,Yes,0.0,,0,1.0,,,"Single fire-resistance rating requirement for identified storage rooms, an ordinary model attribute."
263,annollm,No,0.0,,0,1.0,,,Measurement definition with multiple inclusion rules rather than a single testable obligation.
264,annollm,No,0.0,,0,1.0,,,Relies on design fire heat release rate and smoke density inputs external to the model.
265,annollm,Yes,0.0,,0,1.0,,,Positional tolerance of piles against modelled grid lines is a pure geometric check.
266,annollm,Yes,0.0,,0,1.0,,,Alignment of nosing projections in one plane is decidable from model geometry.
267,annollm,No,0.0,,0,1.0,,,Construction-sequence/inspection requirement bundling levelness and collinearity.
268,annollm,Yes,0.0,,0,1.0,,,"Single collinearity tolerance for drain centrelines, measurable in the model."
269,annollm,Yes,0.0,,0,1.0,,,single geometric collinearity requirement decidable from model geometry
270,annollm,No,0.0,,0,1.0,,,"bundles collinearity, constant slope and a tolerance as separately failable requirements"
271,annollm,No,0.0,,0,1.0,,,"""no abrupt change"" is a subjective, unquantified criterion"
272,annollm,No,0.0,,0,1.0,,,combines a parallel-baseline requirement with a separate deviation tolerance that could fail independently
273,annollm,No,0.0,,0,1.0,,,relies on externally specified bar positions and as-built placement measurement
274,annollm,No,0.0,,0,1.0,,,"tolerance is against external design alignment and the visual ""appears straight"" test is subjective"
275,annollm,Yes,0.0,,0,1.0,,,alignment of adjacent panel top plates is verifiable from model geometry
276,annollm,Yes,0.0,,0,1.0,,,single dimensional gap limit computable between modelled studs
277,annollm,Yes,0.0,,0,1.0,,,collinearity of opening centrelines across floors is pure model geometry
278,annollm,No,0.0,,0,1.0,,,compliance hinges on a supplementary structural analysis outside the model
279,annollm,Yes,0.0,,0,1.0,,,joint face alignment in plan and elevation is a single geometric check
280,annollm,No,0.0,,0,1.0,,,sealant movement capability requires material performance testing
281,annollm,Yes,0.0,,0,1.0,,,concentricity of guard and column is directly measurable in the model
282,annollm,Yes,0.0,,0,1.0,,,single concentricity relationship between modelled sleeve and pipe
