sample_index,method,pass_id,label,confidence
86,annollm,0,neutral,
87,annollm,0,annoyance,
88,annollm,0,neutral,
89,annollm,0,surprise,
90,annollm,0,disapproval,
91,annollm,0,amusement,
92,annollm,0,admiration,
93,annollm,0,curiosity,
94,annollm,0,curiosity,
95,annollm,0,gratitude,
96,annollm,0,joy,
97,annollm,0,disapproval,
98,annollm,0,neutral,
99,annollm,0,gratitude,
100,annollm,0,disapproval,
101,annollm,0,neutral,
102,annollm,0,optimism,
103,annollm,0,approval,
104,annollm,0,neutral,
105,annollm,0,admiration,
106,annollm,0,gratitude,
107,annollm,0,admiration,
108,annollm,0,amusement,
109,annollm,0,neutral,
110,annollm,0,neutral,
111,annollm,0,optimism,
112,annollm,0,neutral,
113,annollm,0,neutral,
114,annollm,0,curiosity,
115,annollm,0,amusement,
116,annollm,0,neutral,
117,annollm,0,sadness,
118,annollm,0,neutral,
119,annollm,0,disapproval,
120,annollm,0,amusement,
121,annollm,0,amusement,
122,annollm,0,excitement,
123,annollm,0,excitement,
124,annollm,0,annoyance,
125,annollm,0,approval,
126,annollm,0,disapproval,
127,annollm,0,disgust,
128,annollm,0,amusement,
129,annollm,0,love,
130,annollm,0,desire,
131,annollm,0,disapproval,
132,annollm,0,disgust,
133,annollm,0,amusement,
134,annollm,0,amusement,
135,annollm,0,neutral,
136,annollm,0,disapproval,
137,annollm,0,amusement,
138,annollm,0,curiosity,
139,annollm,0,desire,
140,annollm,0,disapproval,
141,annollm,0,admiration,
142,annollm,0,amusement,
143,annollm,0,confusion,
144,annollm,0,optimism,
145,annollm,0,excitement,
146,annollm,0,love,
147,annollm,0,neutral,
148,annollm,0,amusement,
149,annollm,0,embarrassment,
150,annollm,0,sadness,
151,annollm,0,embarrassment,
152,annollm,0,neutral,
153,annollm,0,annoyance,
154,annollm,0,approval,
155,annollm,0,gratitude,
156,annollm,0,disapproval,
157,annollm,0,disgust,
158,annollm,0,approval,
159,annollm,0,caring,
160,annollm,0,sadness,
161,annollm,0,love,
162,annollm,0,amusement,
163,annollm,0,amusement,
164,annollm,0,admiration,
165,annollm,0,neutral,
166,annollm,0,admiration,
167,annollm,0,excitement,
168,annollm,0,neutral,
169,annollm,0,annoyance,
170,annollm,0,approval,
171,annollm,0,neutral,
172,annollm,0,neutral,
173,annollm,0,admiration,
174,annollm,0,amusement,
175,annollm,0,curiosity,
176,annollm,0,disapproval,
177,annollm,0,annoyance,
178,annollm,0,annoyance,
179,annollm,0,neutral,
180,annollm,0,anger,
181,annollm,0,amusement,
182,annollm,0,disapproval,
183,annollm,0,approval,
184,annollm,0,love,
185,annollm,0,excitement,
186,annollm,0,fear,
187,annollm,0,love,
188,annollm,0,disapproval,
189,annollm,0,disapproval,
190,annollm,0,sadness,
191,annollm,0,disapproval,
192,annollm,0,relief,
193,annollm,0,neutral,
194,annollm,0,caring,
195,annollm,0,annoyance,
196,annollm,0,annoyance,
197,annollm,0,admiration,
198,annollm,0,approval,
199,annollm,0,admiration,
200,annollm,0,annoyance,
201,annollm,0,curiosity,
202,annollm,0,desire,
203,annollm,0,amusement,
204,annollm,0,annoyance,
205,annollm,0,joy,
206,annollm,0,neutral,
207,annollm,0,admiration,
208,annollm,0,annoyance,
209,annollm,0,admiration,
210,annollm,0,admiration,
211,annollm,0,fear,
212,annollm,0,amusement,
213,annollm,0,amusement,
214,annollm,0,amusement,
215,annollm,0,annoyance,
216,annollm,0,amusement,
217,annollm,0,caring,
218,annollm,0,approval,
219,annollm,0,neutral,
220,annollm,0,annoyance,
221,annollm,0,neutral,
222,annollm,0,disgust,
223,annollm,0,approval,
224,annollm,0,disappointment,
225,annollm,0,surprise,
226,annollm,0,disapproval,
227,annollm,0,optimism,
228,annollm,0,neutral,
229,annollm,0,neutral,
230,annollm,0,disapproval,
231,annollm,0,caring,
232,annollm,0,curiosity,
233,annollm,0,disapproval,
234,annollm,0,annoyance,
235,annollm,0,neutral,
236,annollm,0,amusement,
237,annollm,0,disgust,
238,annollm,0,disapproval,
239,annollm,0,caring,
240,annollm,0,disapproval,
241,annollm,0,admiration,
242,annollm,0,admiration,
243,annollm,0,disapproval,
244,annollm,0,disapproval,
245,annollm,0,excitement,
246,annollm,0,approval,
247,annollm,0,disapproval,
248,annollm,0,gratitude,
249,annollm,0,gratitude,
250,annollm,0,neutral,
251,annollm,0,neutral,
252,annollm,0,realization,
253,annollm,0,approval,
254,annollm,0,curiosity,
255,annollm,0,neutral,
256,annollm,0,amusement,
257,annollm,0,curiosity,
258,annollm,0,admiration,
259,annollm,0,admiration,
260,annollm,0,amusement,
261,annollm,0,amusement,
262,annollm,0,optimism,
263,annollm,0,neutral,
264,annollm,0,admiration,
265,annollm,0,amusement,
266,annollm,0,disapproval,
267,annollm,0,desire,
268,annollm,0,optimism,
269,annollm,0,disapproval,
270,annollm,0,disapproval,
271,annollm,0,disapproval,
272,annollm,0,neutral,
273,annollm,0,nervousness,
274,annollm,0,neutral,
275,annollm,0,amusement,
276,annollm,0,annoyance,
277,annollm,0,approval,
278,annollm,0,neutral,
279,annollm,0,annoyance,
280,annollm,0,annoyance,
281,annollm,0,excitement,
282,annollm,0,surprise,
283,annollm,0,amusement,
284,annollm,0,fear,
285,annollm,0,embarrassment,
286,annollm,0,annoyance,
287,annollm,0,neutral,
288,annollm,0,surprise,
289,annollm,0,neutral,
290,annollm,0,optimism,
291,annollm,0,neutral,
292,annollm,0,amusement,
293,annollm,0,caring,
294,annollm,0,excitement,
295,annollm,0,disapproval,
296,annollm,0,joy,
297,annollm,0,disapproval,
298,annollm,0,amusement,
299,annollm,0,neutral,
300,annollm,0,amusement,
1,coannotating,0,amusement,
2,coannotating,0,amusement,
3,coannotating,0,neutral,
4,coannotating,0,annoyance,
5,coannotating,0,annoyance,
6,coannotating,0,amusement,
7,coannotating,0,annoyance,
8,coannotating,0,curiosity,
9,coannotating,0,neutral,
10,coannotating,0,neutral,
11,coannotating,0,amusement,
12,coannotating,0,amusement,
13,coannotating,0,neutral,
14,coannotating,0,disapproval,
15,coannotating,0,joy,
16,coannotating,0,neutral,
17,coannotating,0,annoyance,
18,coannotating,0,neutral,
19,coannotating,0,amusement,
20,coannotating,0,neutral,
21,coannotating,0,disapproval,
22,coannotating,0,caring,
23,coannotating,0,fear,
24,coannotating,0,neutral,
25,coannotating,0,neutral,
26,coannotating,0,disapproval,
27,coannotating,0,neutral,
28,coannotating,0,neutral,
29,coannotating,0,disapproval,
30,coannotating,0,caring,
31,coannotating,0,neutral,
32,coannotating,0,gratitude,
33,coannotating,0,caring,
34,coannotating,0,neutral,
35,coannotating,0,neutral,
36,coannotating,0,disappointment,
37,coannotating,0,approval,
38,coannotating,0,annoyance,
39,coannotating,0,joy,
40,coannotating,0,gratitude,
41,coannotating,0,gratitude,
42,coannotating,0,neutral,
43,coannotating,0,amusement,
44,coannotating,0,disappointment,
45,coannotating,0,disgust,
46,coannotating,0,amusement,
47,coannotating,0,annoyance,
48,coannotating,0,confusion,
49,coannotating,0,disapproval,
50,coannotating,0,amusement,
51,coannotating,0,neutral,
52,coannotating,0,curiosity,
53,coannotating,0,curiosity,
54,coannotating,0,admiration,
55,coannotating,0,neutral,
56,coannotating,0,neutral,
57,coannotating,0,disappointment,
58,coannotating,0,gratitude,
59,coannotating,0,curiosity,
60,coannotating,0,caring,
61,coannotating,0,admiration,
62,coannotating,0,amusement,
63,coannotating,0,neutral,
64,coannotating,0,neutral,
65,coannotating,0,optimism,
66,coannotating,0,approval,
67,coannotating,0,excitement,
68,coannotating,0,caring,
69,coannotating,0,admiration,
70,coannotating,0,confusion,
71,coannotating,0,neutral,
72,coannotating,0,disappointment,
73,coannotating,0,neutral,
74,coannotating,0,amusement,
75,coannotating,0,admiration,
76,coannotating,0,confusion,
77,coannotating,0,neutral,
78,coannotating,0,annoyance,
79,coannotating,0,annoyance,
80,coannotating,0,excitement,
81,coannotating,0,disapproval,
82,coannotating,0,neutral,
83,coannotating,0,neutral,
84,coannotating,0,fear,
85,coannotating,0,optimism,
86,coannotating,0,neutral,
87,coannotating,0,annoyance,
88,coannotating,0,neutral,
89,coannotating,0,neutral,
90,coannotating,0,disapproval,
91,coannotating,0,amusement,
92,coannotating,0,admiration,
93,coannotating,0,curiosity,
94,coannotating,0,curiosity,
95,coannotating,0,neutral,
96,coannotating,0,joy,
97,coannotating,0,disapproval,
98,coannotating,0,neutral,
99,coannotating,0,gratitude,
100,coannotating,0,disapproval,
101,coannotating,0,neutral,
102,coannotating,0,optimism,
103,coannotating,0,approval,
104,coannotating,0,neutral,
105,coannotating,0,admiration,
106,coannotating,0,gratitude,
107,coannotating,0,admiration,
108,coannotating,0,amusement,
109,coannotating,0,neutral,
110,coannotating,0,neutral,
111,coannotating,0,optimism,
112,coannotating,0,neutral,
113,coannotating,0,neutral,
114,coannotating,0,curiosity,
115,coannotating,0,amusement,
116,coannotating,0,neutral,
117,coannotating,0,sadness,
118,coannotating,0,neutral,
119,coannotating,0,disapproval,
120,coannotating,0,amusement,
121,coannotating,0,approval,
122,coannotating,0,excitement,
123,coannotating,0,excitement,
124,coannotating,0,annoyance,
125,coannotating,0,approval,
126,coannotating,0,disapproval,
127,coannotating,0,disgust,
128,coannotating,0,neutral,
129,coannotating,0,love,
130,coannotating,0,desire,
131,coannotating,0,disapproval,
132,coannotating,0,fear,
133,coannotating,0,amusement,
134,coannotating,0,amusement,
135,coannotating,0,neutral,
136,coannotating,0,neutral,
137,coannotating,0,disapproval,
138,coannotating,0,curiosity,
139,coannotating,0,desire,
140,coannotating,0,disapproval,
141,coannotating,0,admiration,
142,coannotating,0,amusement,
143,coannotating,0,confusion,
144,coannotating,0,optimism,
145,coannotating,0,excitement,
146,coannotating,0,love,
147,coannotating,0,neutral,
148,coannotating,0,amusement,
149,coannotating,0,embarrassment,
150,coannotating,0,sadness,
151,coannotating,0,embarrassment,
152,coannotating,0,neutral,
153,coannotating,0,annoyance,
154,coannotating,0,approval,
155,coannotating,0,gratitude,
156,coannotating,0,disapproval,
157,coannotating,0,disgust,
158,coannotating,0,approval,
159,coannotating,0,caring,
160,coannotating,0,sadness,
161,coannotating,0,love,
162,coannotating,0,amusement,
163,coannotating,0,neutral,
164,coannotating,0,admiration,
165,coannotating,0,neutral,
166,coannotating,0,admiration,
167,coannotating,0,excitement,
168,coannotating,0,neutral,
169,coannotating,0,annoyance,
170,coannotating,0,neutral,
171,coannotating,0,neutral,
172,coannotating,0,neutral,
173,coannotating,0,admiration,
174,coannotating,0,amusement,
175,coannotating,0,curiosity,
176,coannotating,0,disapproval,
177,coannotating,0,annoyance,
178,coannotating,0,annoyance,
179,coannotating,0,neutral,
180,coannotating,0,anger,
181,coannotating,0,neutral,
182,coannotating,0,disapproval,
183,coannotating,0,approval,
184,coannotating,0,love,
185,coannotating,0,excitement,
186,coannotating,0,fear,
187,coannotating,0,love,
188,coannotating,0,disapproval,
189,coannotating,0,disapproval,
190,coannotating,0,sadness,
191,coannotating,0,disapproval,
192,coannotating,0,relief,
193,coannotating,0,neutral,
194,coannotating,0,optimism,
195,coannotating,0,annoyance,
196,coannotating,0,annoyance,
197,coannotating,0,admiration,
198,coannotating,0,approval,
199,coannotating,0,admiration,
200,coannotating,0,annoyance,
201,coannotating,0,curiosity,
202,coannotating,0,desire,
203,coannotating,0,amusement,
204,coannotating,0,annoyance,
205,coannotating,0,joy,
206,coannotating,0,neutral,
207,coannotating,0,admiration,
208,coannotating,0,annoyance,
209,coannotating,0,admiration,
210,coannotating,0,admiration,
211,coannotating,0,fear,
212,coannotating,0,amusement,
213,coannotating,0,neutral,
214,coannotating,0,amusement,
215,coannotating,0,annoyance,
216,coannotating,0,neutral,
217,coannotating,0,caring,
218,coannotating,0,approval,
219,coannotating,0,neutral,
220,coannotating,0,annoyance,
221,coannotating,0,neutral,
222,coannotating,0,disgust,
223,coannotating,0,approval,
224,coannotating,0,disappointment,
225,coannotating,0,surprise,
226,coannotating,0,disapproval,
227,coannotating,0,optimism,
228,coannotating,0,neutral,
229,coannotating,0,neutral,
230,coannotating,0,disapproval,
231,coannotating,0,joy,
232,coannotating,0,curiosity,
233,coannotating,0,disapproval,
234,coannotating,0,annoyance,
235,coannotating,0,neutral,
236,coannotating,0,amusement,
237,coannotating,0,disgust,
238,coannotating,0,disapproval,
239,coannotating,0,caring,
240,coannotating,0,disapproval,
241,coannotating,0,admiration,
242,coannotating,0,admiration,
243,coannotating,0,neutral,
244,coannotating,0,disapproval,
245,coannotating,0,excitement,
246,coannotating,0,approval,
247,coannotating,0,neutral,
248,coannotating,0,gratitude,
249,coannotating,0,gratitude,
250,coannotating,0,neutral,
251,coannotating,0,neutral,
252,coannotating,0,approval,
253,coannotating,0,approval,
254,coannotating,0,curiosity,
255,coannotating,0,neutral,
256,coannotating,0,neutral,
257,coannotating,0,curiosity,
258,coannotating,0,admiration,
259,coannotating,0,admiration,
260,coannotating,0,amusement,
261,coannotating,0,neutral,
262,coannotating,0,optimism,
263,coannotating,0,neutral,
264,coannotating,0,admiration,
265,coannotating,0,amusement,
266,coannotating,0,disapproval,
267,coannotating,0,desire,
268,coannotating,0,optimism,
269,coannotating,0,disapproval,
270,coannotating,0,disapproval,
271,coannotating,0,disapproval,
272,coannotating,0,neutral,
273,coannotating,0,nervousness,
274,coannotating,0,neutral,
275,coannotating,0,neutral,
276,coannotating,0,annoyance,
277,coannotating,0,approval,
278,coannotating,0,neutral,
279,coannotating,0,annoyance,
280,coannotating,0,annoyance,
281,coannotating,0,approval,
282,coannotating,0,surprise,
283,coannotating,0,amusement,
284,coannotating,0,fear,
285,coannotating,0,embarrassment,
286,coannotating,0,annoyance,
287,coannotating,0,neutral,
288,coannotating,0,surprise,
289,coannotating,0,neutral,
290,coannotating,0,optimism,
291,coannotating,0,neutral,
292,coannotating,0,amusement,
293,coannotating,0,caring,
294,coannotating,0,excitement,
295,coannotating,0,disapproval,
296,coannotating,0,joy,
297,coannotating,0,disapproval,
298,coannotating,0,approval,
299,coannotating,0,neutral,
300,coannotating,0,neutral,
1,coannotating,1,amusement,
2,coannotating,1,amusement,
3,coannotating,1,neutral,
4,coannotating,1,annoyance,
5,coannotating,1,annoyance,
6,coannotating,1,amusement,
7,coannotating,1,annoyance,
8,coannotating,1,confusion,
9,coannotating,1,neutral,
10,coannotating,1,neutral,
11,coannotating,1,amusement,
12,coannotating,1,amusement,
13,coannotating,1,neutral,
14,coannotating,1,neutral,
15,coannotating,1,joy,
16,coannotating,1,neutral,
17,coannotating,1,annoyance,
18,coannotating,1,neutral,
19,coannotating,1,amusement,
20,coannotating,1,amusement,
21,coannotating,1,disgust,
22,coannotating,1,caring,
23,coannotating,1,fear,
24,coannotating,1,neutral,
25,coannotating,1,neutral,
26,coannotating,1,disapproval,
27,coannotating,1,neutral,
28,coannotating,1,neutral,
29,coannotating,1,disapproval,
30,coannotating,1,caring,
31,coannotating,1,neutral,
32,coannotating,1,gratitude,
33,coannotating,1,caring,
34,coannotating,1,neutral,
35,coannotating,1,neutral,
36,coannotating,1,disappointment,
37,coannotating,1,approval,
38,coannotating,1,annoyance,
39,coannotating,1,joy,
40,coannotating,1,gratitude,
41,coannotating,1,gratitude,
42,coannotating,1,neutral,
43,coannotating,1,amusement,
44,coannotating,1,disappointment,
45,coannotating,1,disgust,
46,coannotating,1,amusement,
47,coannotating,1,annoyance,
48,coannotating,1,confusion,
49,coannotating,1,disapproval,
50,coannotating,1,amusement,
51,coannotating,1,neutral,
52,coannotating,1,neutral,
53,coannotating,1,curiosity,
54,coannotating,1,admiration,
55,coannotating,1,neutral,
56,coannotating,1,neutral,
57,coannotating,1,disappointment,
58,coannotating,1,gratitude,
59,coannotating,1,curiosity,
60,coannotating,1,caring,
61,coannotating,1,admiration,
62,coannotating,1,amusement,
63,coannotating,1,neutral,
64,coannotating,1,neutral,
65,coannotating,1,optimism,
66,coannotating,1,approval,
67,coannotating,1,excitement,
68,coannotating,1,caring,
69,coannotating,1,admiration,
70,coannotating,1,confusion,
71,coannotating,1,neutral,
72,coannotating,1,disappointment,
73,coannotating,1,neutral,
74,coannotating,1,neutral,
75,coannotating,1,admiration,
76,coannotating,1,surprise,
77,coannotating,1,neutral,
78,coannotating,1,annoyance,
79,coannotating,1,annoyance,
80,coannotating,1,excitement,
81,coannotating,1,disapproval,
82,coannotating,1,neutral,
83,coannotating,1,neutral,
84,coannotating,1,fear,
85,coannotating,1,optimism,
86,coannotating,1,neutral,
87,coannotating,1,confusion,
88,coannotating,1,neutral,
89,coannotating,1,neutral,
90,coannotating,1,disapproval,
91,coannotating,1,amusement,
92,coannotating,1,admiration,
93,coannotating,1,curiosity,
94,coannotating,1,curiosity,
95,coannotating,1,gratitude,
96,coannotating,1,joy,
97,coannotating,1,disapproval,
98,coannotating,1,neutral,
99,coannotating,1,gratitude,
100,coannotating,1,disapproval,
101,coannotating,1,neutral,
102,coannotating,1,optimism,
103,coannotating,1,approval,
104,coannotating,1,neutral,
105,coannotating,1,admiration,
106,coannotating,1,gratitude,
107,coannotating,1,admiration,
108,coannotating,1,amusement,
109,coannotating,1,neutral,
110,coannotating,1,neutral,
111,coannotating,1,optimism,
112,coannotating,1,neutral,
113,coannotating,1,neutral,
114,coannotating,1,curiosity,
115,coannotating,1,amusement,
116,coannotating,1,neutral,
117,coannotating,1,sadness,
118,coannotating,1,neutral,
119,coannotating,1,disapproval,
120,coannotating,1,amusement,
121,coannotating,1,amusement,
122,coannotating,1,excitement,
123,coannotating,1,excitement,
124,coannotating,1,annoyance,
125,coannotating,1,approval,
126,coannotating,1,disapproval,
127,coannotating,1,disgust,
128,coannotating,1,amusement,
129,coannotating,1,love,
130,coannotating,1,desire,
131,coannotating,1,disapproval,
132,coannotating,1,fear,
133,coannotating,1,amusement,
134,coannotating,1,amusement,
135,coannotating,1,neutral,
136,coannotating,1,disapproval,
137,coannotating,1,amusement,
138,coannotating,1,curiosity,
139,coannotating,1,desire,
140,coannotating,1,disapproval,
141,coannotating,1,admiration,
142,coannotating,1,amusement,
143,coannotating,1,confusion,
144,coannotating,1,optimism,
145,coannotating,1,excitement,
146,coannotating,1,love,
147,coannotating,1,neutral,
148,coannotating,1,amusement,
149,coannotating,1,embarrassment,
150,coannotating,1,sadness,
151,coannotating,1,embarrassment,
152,coannotating,1,neutral,
153,coannotating,1,annoyance,
154,coannotating,1,approval,
155,coannotating,1,gratitude,
156,coannotating,1,disapproval,
157,coannotating,1,disgust,
158,coannotating,1,approval,
159,coannotating,1,caring,
160,coannotating,1,sadness,
161,coannotating,1,love,
162,coannotating,1,amusement,
163,coannotating,1,amusement,
164,coannotating,1,admiration,
165,coannotating,1,neutral,
166,coannotating,1,admiration,
167,coannotating,1,admiration,
168,coannotating,1,neutral,
169,coannotating,1,annoyance,
170,coannotating,1,neutral,
171,coannotating,1,neutral,
172,coannotating,1,neutral,
173,coannotating,1,admiration,
174,coannotating,1,neutral,
175,coannotating,1,curiosity,
176,coannotating,1,disapproval,
177,coannotating,1,annoyance,
178,coannotating,1,annoyance,
179,coannotating,1,neutral,
180,coannotating,1,annoyance,
181,coannotating,1,neutral,
182,coannotating,1,disapproval,
183,coannotating,1,approval,
184,coannotating,1,love,
185,coannotating,1,neutral,
186,coannotating,1,fear,
187,coannotating,1,love,
188,coannotating,1,disapproval,
189,coannotating,1,disapproval,
190,coannotating,1,sadness,
191,coannotating,1,disapproval,
192,coannotating,1,relief,
193,coannotating,1,neutral,
194,coannotating,1,caring,
195,coannotating,1,annoyance,
196,coannotating,1,annoyance,
197,coannotating,1,admiration,
198,coannotating,1,approval,
199,coannotating,1,admiration,
200,coannotating,1,disapproval,
201,coannotating,1,curiosity,
202,coannotating,1,desire,
203,coannotating,1,amusement,
204,coannotating,1,annoyance,
205,coannotating,1,joy,
206,coannotating,1,neutral,
207,coannotating,1,admiration,
208,coannotating,1,annoyance,
209,coannotating,1,admiration,
210,coannotating,1,admiration,
211,coannotating,1,fear,
212,coannotating,1,amusement,
213,coannotating,1,neutral,
214,coannotating,1,amusement,
215,coannotating,1,annoyance,
216,coannotating,1,neutral,
217,coannotating,1,caring,
218,coannotating,1,approval,
219,coannotating,1,neutral,
220,coannotating,1,disapproval,
221,coannotating,1,neutral,
222,coannotating,1,disgust,
223,coannotating,1,approval,
224,coannotating,1,disappointment,
225,coannotating,1,surprise,
226,coannotating,1,disapproval,
227,coannotating,1,optimism,
228,coannotating,1,neutral,
229,coannotating,1,neutral,
230,coannotating,1,disapproval,
231,coannotating,1,caring,
232,coannotating,1,curiosity,
233,coannotating,1,disapproval,
234,coannotating,1,annoyance,
235,coannotating,1,neutral,
236,coannotating,1,amusement,
237,coannotating,1,disgust,
238,coannotating,1,disapproval,
239,coannotating,1,caring,
240,coannotating,1,neutral,
241,coannotating,1,admiration,
242,coannotating,1,admiration,
243,coannotating,1,neutral,
244,coannotating,1,disapproval,
245,coannotating,1,excitement,
246,coannotating,1,approval,
247,coannotating,1,neutral,
248,coannotating,1,gratitude,
249,coannotating,1,gratitude,
250,coannotating,1,neutral,
251,coannotating,1,neutral,
252,coannotating,1,realization,
253,coannotating,1,approval,
254,coannotating,1,curiosity,
255,coannotating,1,neutral,
256,coannotating,1,neutral,
257,coannotating,1,curiosity,
258,coannotating,1,admiration,
259,coannotating,1,admiration,
260,coannotating,1,amusement,
261,coannotating,1,amusement,
262,coannotating,1,optimism,
263,coannotating,1,neutral,
264,coannotating,1,admiration,
265,coannotating,1,fear,
266,coannotating,1,disapproval,
267,coannotating,1,desire,
268,coannotating,1,optimism,
269,coannotating,1,neutral,
270,coannotating,1,disapproval,
271,coannotating,1,disapproval,
272,coannotating,1,neutral,
273,coannotating,1,nervousness,
274,coannotating,1,neutral,
275,coannotating,1,neutral,
276,coannotating,1,annoyance,
277,coannotating,1,approval,
278,coannotating,1,neutral,
279,coannotating,1,annoyance,
280,coannotating,1,annoyance,
281,coannotating,1,approval,
282,coannotating,1,surprise,
283,coannotating,1,amusement,
284,coannotating,1,fear,
285,coannotating,1,embarrassment,
286,coannotating,1,annoyance,
287,coannotating,1,neutral,
288,coannotating,1,surprise,
289,coannotating,1,neutral,
290,coannotating,1,optimism,
291,coannotating,1,approval,
292,coannotating,1,amusement,
293,coannotating,1,caring,
294,coannotating,1,excitement,
295,coannotating,1,disapproval,
296,coannotating,1,joy,
297,coannotating,1,disapproval,
298,coannotating,1,approval,
299,coannotating,1,neutral,
300,coannotating,1,neutral,
1,coannotating,2,amusement,
2,coannotating,2,amusement,
3,coannotating,2,neutral,
4,coannotating,2,annoyance,
5,coannotating,2,annoyance,
6,coannotating,2,excitement,
7,coannotating,2,annoyance,
8,coannotating,2,confusion,
9,coannotating,2,neutral,
10,coannotating,2,neutral,
11,coannotating,2,amusement,
12,coannotating,2,amusement,
13,coannotating,2,neutral,
14,coannotating,2,disapproval,
15,coannotating,2,joy,
16,coannotating,2,excitement,
17,coannotating,2,annoyance,
18,coannotating,2,neutral,
19,coannotating,2,amusement,
20,coannotating,2,neutral,
21,coannotating,2,disgust,
22,coannotating,2,caring,
23,coannotating,2,fear,
24,coannotating,2,amusement,
25,coannotating,2,neutral,
26,coannotating,2,disapproval,
27,coannotating,2,neutral,
28,coannotating,2,neutral,
29,coannotating,2,disapproval,
30,coannotating,2,caring,
31,coannotating,2,neutral,
32,coannotating,2,gratitude,
33,coannotating,2,caring,
34,coannotating,2,neutral,
35,coannotating,2,caring,
36,coannotating,2,disappointment,
37,coannotating,2,approval,
38,coannotating,2,annoyance,
39,coannotating,2,joy,
40,coannotating,2,gratitude,
41,coannotating,2,gratitude,
42,coannotating,2,neutral,
43,coannotating,2,amusement,
44,coannotating,2,disappointment,
45,coannotating,2,disgust,
46,coannotating,2,amusement,
47,coannotating,2,annoyance,
48,coannotating,2,confusion,
49,coannotating,2,disapproval,
50,coannotating,2,amusement,
51,coannotating,2,neutral,
52,coannotating,2,neutral,
53,coannotating,2,curiosity,
54,coannotating,2,admiration,
55,coannotating,2,neutral,
56,coannotating,2,confusion,
57,coannotating,2,disappointment,
58,coannotating,2,gratitude,
59,coannotating,2,confusion,
60,coannotating,2,caring,
61,coannotating,2,admiration,
62,coannotating,2,amusement,
63,coannotating,2,neutral,
64,coannotating,2,neutral,
65,coannotating,2,optimism,
66,coannotating,2,approval,
67,coannotating,2,excitement,
68,coannotating,2,caring,
69,coannotating,2,admiration,
70,coannotating,2,confusion,
71,coannotating,2,neutral,
72,coannotating,2,disappointment,
73,coannotating,2,neutral,
74,coannotating,2,amusement,
75,coannotating,2,admiration,
76,coannotating,2,surprise,
77,coannotating,2,neutral,
78,coannotating,2,annoyance,
79,coannotating,2,annoyance,
80,coannotating,2,excitement,
81,coannotating,2,disapproval,
82,coannotating,2,neutral,
83,coannotating,2,neutral,
84,coannotating,2,fear,
85,coannotating,2,optimism,
86,coannotating,2,neutral,
87,coannotating,2,confusion,
88,coannotating,2,neutral,
89,coannotating,2,surprise,
90,coannotating,2,disapproval,
91,coannotating,2,amusement,
92,coannotating,2,admiration,
93,coannotating,2,curiosity,
94,coannotating,2,curiosity,
95,coannotating,2,gratitude,
96,coannotating,2,joy,
97,coannotating,2,disapproval,
98,coannotating,2,neutral,
99,coannotating,2,gratitude,
100,coannotating,2,disapproval,
101,coannotating,2,neutral,
102,coannotating,2,neutral,
103,coannotating,2,approval,
104,coannotating,2,neutral,
105,coannotating,2,admiration,
106,coannotating,2,gratitude,
107,coannotating,2,admiration,
108,coannotating,2,amusement,
109,coannotating,2,neutral,
110,coannotating,2,neutral,
111,coannotating,2,optimism,
112,coannotating,2,neutral,
113,coannotating,2,neutral,
114,coannotating,2,curiosity,
115,coannotating,2,amusement,
116,coannotating,2,neutral,
117,coannotating,2,sadness,
